"AMG900"	"Aloxistatin"	"Berberine"	"CA-074.Me"	"Calcitriol"	"Clardribine"	"Cytochalasin.D"	"Dexamethasone"	"Etoposide"	"FCCP"	"Fenbendazole"	"LY2109701"	"LatrunculinB"	"Mebendazole"	"Nicolsamide"	"Nicotinamide"	"Rotenone"	"Staurosporine"	"TC-S7004"	"Tetrandine"	"AMG900:Aloxistatin"	"AMG900:Berberine"	"AMG900:CA-074.Me"	"AMG900:Calcitriol"	"AMG900:Clardribine"	"AMG900:Cytochalasin.D"	"AMG900:Dexamethasone"	"AMG900:Etoposide"	"AMG900:FCCP"	"AMG900:Fenbendazole"	"AMG900:LY2109701"	"AMG900:LatrunculinB"	"AMG900:Mebendazole"	"AMG900:Nicolsamide"	"AMG900:Nicotinamide"	"AMG900:Rotenone"	"AMG900:Staurosporine"	"AMG900:TC-S7004"	"AMG900:Tetrandine"	"Aloxistatin:Berberine"	"Aloxistatin:CA-074.Me"	"Aloxistatin:Calcitriol"	"Aloxistatin:Clardribine"	"Aloxistatin:Cytochalasin.D"	"Aloxistatin:Dexamethasone"	"Aloxistatin:Etoposide"	"Aloxistatin:FCCP"	"Aloxistatin:Fenbendazole"	"Aloxistatin:LY2109701"	"Aloxistatin:LatrunculinB"	"Aloxistatin:Mebendazole"	"Aloxistatin:Nicolsamide"	"Aloxistatin:Nicotinamide"	"Aloxistatin:Rotenone"	"Aloxistatin:Staurosporine"	"Aloxistatin:TC-S7004"	"Aloxistatin:Tetrandine"	"Berberine:CA-074.Me"	"Berberine:Calcitriol"	"Berberine:Clardribine"	"Berberine:Cytochalasin.D"	"Berberine:Dexamethasone"	"Berberine:Etoposide"	"Berberine:FCCP"	"Berberine:Fenbendazole"	"Berberine:LY2109701"	"Berberine:LatrunculinB"	"Berberine:Mebendazole"	"Berberine:Nicolsamide"	"Berberine:Nicotinamide"	"Berberine:Rotenone"	"Berberine:Staurosporine"	"Berberine:TC-S7004"	"Berberine:Tetrandine"	"CA-074.Me:Calcitriol"	"CA-074.Me:Clardribine"	"CA-074.Me:Cytochalasin.D"	"CA-074.Me:Dexamethasone"	"CA-074.Me:Etoposide"	"CA-074.Me:FCCP"	"CA-074.Me:Fenbendazole"	"CA-074.Me:LY2109701"	"CA-074.Me:LatrunculinB"	"CA-074.Me:Mebendazole"	"CA-074.Me:Nicolsamide"	"CA-074.Me:Nicotinamide"	"CA-074.Me:Rotenone"	"CA-074.Me:Staurosporine"	"CA-074.Me:TC-S7004"	"CA-074.Me:Tetrandine"	"Calcitriol:Clardribine"	"Calcitriol:Cytochalasin.D"	"Calcitriol:Dexamethasone"	"Calcitriol:Etoposide"	"Calcitriol:FCCP"	"Calcitriol:Fenbendazole"	"Calcitriol:LY2109701"	"Calcitriol:LatrunculinB"	"Calcitriol:Mebendazole"	"Calcitriol:Nicolsamide"	"Calcitriol:Nicotinamide"	"Calcitriol:Rotenone"	"Calcitriol:Staurosporine"	"Calcitriol:TC-S7004"	"Calcitriol:Tetrandine"	"Clardribine:Cytochalasin.D"	"Clardribine:Dexamethasone"	"Clardribine:Etoposide"	"Clardribine:FCCP"	"Clardribine:Fenbendazole"	"Clardribine:LY2109701"	"Clardribine:LatrunculinB"	"Clardribine:Mebendazole"	"Clardribine:Nicolsamide"	"Clardribine:Nicotinamide"	"Clardribine:Rotenone"	"Clardribine:Staurosporine"	"Clardribine:TC-S7004"	"Clardribine:Tetrandine"	"Cytochalasin.D:Dexamethasone"	"Cytochalasin.D:Etoposide"	"Cytochalasin.D:FCCP"	"Cytochalasin.D:Fenbendazole"	"Cytochalasin.D:LY2109701"	"Cytochalasin.D:LatrunculinB"	"Cytochalasin.D:Mebendazole"	"Cytochalasin.D:Nicolsamide"	"Cytochalasin.D:Nicotinamide"	"Cytochalasin.D:Rotenone"	"Cytochalasin.D:Staurosporine"	"Cytochalasin.D:TC-S7004"	"Cytochalasin.D:Tetrandine"	"Dexamethasone:Etoposide"	"Dexamethasone:FCCP"	"Dexamethasone:Fenbendazole"	"Dexamethasone:LY2109701"	"Dexamethasone:LatrunculinB"	"Dexamethasone:Mebendazole"	"Dexamethasone:Nicolsamide"	"Dexamethasone:Nicotinamide"	"Dexamethasone:Rotenone"	"Dexamethasone:Staurosporine"	"Dexamethasone:TC-S7004"	"Dexamethasone:Tetrandine"	"Etoposide:FCCP"	"Etoposide:Fenbendazole"	"Etoposide:LY2109701"	"Etoposide:LatrunculinB"	"Etoposide:Mebendazole"	"Etoposide:Nicolsamide"	"Etoposide:Nicotinamide"	"Etoposide:Rotenone"	"Etoposide:Staurosporine"	"Etoposide:TC-S7004"	"Etoposide:Tetrandine"	"FCCP:Fenbendazole"	"FCCP:LY2109701"	"FCCP:LatrunculinB"	"FCCP:Mebendazole"	"FCCP:Nicolsamide"	"FCCP:Nicotinamide"	"FCCP:Rotenone"	"FCCP:Staurosporine"	"FCCP:TC-S7004"	"FCCP:Tetrandine"	"Fenbendazole:LY2109701"	"Fenbendazole:LatrunculinB"	"Fenbendazole:Mebendazole"	"Fenbendazole:Nicolsamide"	"Fenbendazole:Nicotinamide"	"Fenbendazole:Rotenone"	"Fenbendazole:Staurosporine"	"Fenbendazole:TC-S7004"	"Fenbendazole:Tetrandine"	"LY2109701:LatrunculinB"	"LY2109701:Mebendazole"	"LY2109701:Nicolsamide"	"LY2109701:Nicotinamide"	"LY2109701:Rotenone"	"LY2109701:Staurosporine"	"LY2109701:TC-S7004"	"LY2109701:Tetrandine"	"LatrunculinB:Mebendazole"	"LatrunculinB:Nicolsamide"	"LatrunculinB:Nicotinamide"	"LatrunculinB:Rotenone"	"LatrunculinB:Staurosporine"	"LatrunculinB:TC-S7004"	"LatrunculinB:Tetrandine"	"Mebendazole:Nicolsamide"	"Mebendazole:Nicotinamide"	"Mebendazole:Rotenone"	"Mebendazole:Staurosporine"	"Mebendazole:TC-S7004"	"Mebendazole:Tetrandine"	"Nicolsamide:Nicotinamide"	"Nicolsamide:Rotenone"	"Nicolsamide:Staurosporine"	"Nicolsamide:TC-S7004"	"Nicolsamide:Tetrandine"	"Nicotinamide:Rotenone"	"Nicotinamide:Staurosporine"	"Nicotinamide:TC-S7004"	"Nicotinamide:Tetrandine"	"Rotenone:Staurosporine"	"Rotenone:TC-S7004"	"Rotenone:Tetrandine"	"Staurosporine:TC-S7004"	"Staurosporine:Tetrandine"	"TC-S7004:Tetrandine"
"SpotCountCh3"	-0.301033716729474	0.869279060221223	0.624107459691464	-0.0621307991442211	0.991084466994177	-0.656718382896524	-0.868364671176559	1.8016087218695	0.100552190495474	-0.820133197100935	-1.62886454800304	1.60922224133105	-0.0740847232748728	-1.34461645391815	-0.666463783940312	0.305512842059749	-0.909358282162833	-1.5044425467029	0.21969437472529	-1.62741353969608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.69718982189901	0	0	0	0	0	0	0	0	0	-2.36574491330405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.26761997645811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.65881735271678	0	0	0	0	0	0	0	0	0	0	0	0	-0.428384238062616	0	0	0	0	1.75759800412378	0	0	0	0	0	0	0	0	0	1.48918989480842	-1.38012549560855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09313734533315	0	0	0	0	0	0	0	-0.702574752080899	0	0	0	0	0.0439464150655251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.837296934054166	0	0	0
"SpotTotalAreaCh3"	-0.877490819034983	-0.142705337367892	0.0450612413302737	-0.524556077773992	0.0648936438953856	-0.152233873892693	-0.750841559864145	0.0141063921203471	-0.37424001976117	-0.514277064389927	-1.14085853668832	0.544976629957695	-0.146068588585594	-1.04422240675577	-0.723458712721597	-0.697659836756376	-0.89752925229741	-1.06499924196879	-0.588052737217535	-1.35778641791382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.988017887664587	0	0	0	0	0	0	0	0	0	0	-1.40876972165554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.489639662741637	0	0	0	0	0	-0.806196469918259	0	0	0	0	0	0	0	0	-0.552184432307294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.87674651611284	0	0	0	0	0	0	0	0	0	0	0	0	-0.707364194320741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.59616488490133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.769988219083402	0	0	0	0	0	0	0	0	0	-0.261414141981821	0	0	0	0	-0.543375699560021	0	0	0	0	0	0	0	0	0	0	0.891695907421294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.675816623274227	0	0	0	0	0	0	0	0	0
"SpotAvgAreaCh3"	0.593052889474073	-0.0649753346730241	-0.0737712511527395	-0.183351070374335	-0.145441808909404	0.850650559571566	-0.699307106986291	-0.0713826460457982	-0.320698515362176	-0.0774414049629918	0.095465275679718	0.341309367990695	1.33722257768427	0.108900750509063	0.12603536629662	-0.222754415838784	0.119568705479209	1.33990051930034	-0.293644936411638	-0.359408418305654	0	-0.556855873976051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.821128361299206	1.01537663815191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.51717082332652	0	0	0	1.44909248650353	0	0	0	0	0	0	0	0	0	0	0	-0.556783704484029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.730305000997769	0	0	0	0	0	0	0	0	0	0	-1.02821296379415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.577059186634032	0	0	0	0	0	0	0	0	0
"SpotTotalIntenCh3"	-0.616692845500494	-0.378890535200427	-0.612230284128171	-0.542461987201685	-0.528789716414627	-0.670701695521054	-0.734634640566256	-0.412653922864705	-0.522489924451838	-0.670550247353147	-0.905604285702567	-0.458769024535828	-0.574703107568523	-0.96708747262235	-0.698572223946676	-0.717992546530532	-0.763765858508363	-0.846624619172573	-0.694769650615829	-0.946866038845932	0	0.036570710888948	0	0	0	0	0	0	0	0	0	0	0	0	0	1.24067145803528	0	0	-1.29809472385512	0	0	0	0	0	0	0	-0.839816864038479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.435148309337606	0	0.211798526056181	0	0	0	0	0	0.788352768020894	-0.72734412601213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.27463144593551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.658580083646121	0	0	0	0	0.318490587944677	0	0	-0.532468794985999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0863427659540379	0	0	0	0	0	0	0	0	0	-0.529405865129657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.429454910840973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.819592729186412	0	0	0	0	0	0	0	0	0
"SpotAvgIntenCh3"	0.0848745444683552	0.212999482811908	0.484418027310334	0.946452863403495	0.193318530382626	0.202720967523001	1.30355410830049	0.233175867131173	0.401728565577166	0.538040313103809	0.900084390543782	0.0273884543170435	0.240657362515837	1.00431267931921	0.558487078842811	0.739321297962899	0.987663159385688	0.350319616627405	0.48262977689997	0.626703346536122	0	0.0132017013396483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.55563913592676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14206903779563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666801367454653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.02869785287614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.457106955034449	0	0	0	0	0	-1.4710645434252	0	0	0
"SpotTotalIntenPerSpotCh3"	0.443069533675712	0.34196174573269	0.563902426554471	0.75016194836967	0.511412826910621	0.568030714857735	0.620213549363272	0.289975109410175	0.598866015498423	0.514085953486437	0.563749740052041	0.586804641383523	0.54639884506893	1.05960277839427	0.545887382086902	0.564931880029629	0.789144438666661	0.557041181474681	0.520805713738649	0.505660137564148	0	0	0.781173478037531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.584171838435561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.367511903252939	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.59906337103183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.910208152331039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08665085705959	0	0	0	0	0	-0.50855571131207	0	0	0
"SpotCountPerObjectCh3"	1.1748979393251	-0.0749284597348772	-0.0165391033985093	0.0669934163468936	-0.247287379482603	-0.702156407470787	0.572214911581168	-0.0285069289342014	1.36150029425498	0.0286725041393814	0.540269451561811	-0.409234408116918	0.207116883059901	0.896716298043906	-0.31929413138362	-0.078475130521733	0.31383248802692	-1.51006885756005	0.65986235758185	-0.657272556489833	0	1.02616914110507	0	0	-1.70025783330137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.40414671678465	0	0	0	0	0	-2.00698654032796	0	0	0.234428920634899	0	0	-1.68474339628169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.425265862411703	0	0	0	0	0	0	0	-1.60201829057767	0	0	0.701822288919067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.00542229171992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0553476153235507	0	0	0	0	0	0	0	0	0
"SpotTotalAreaPerObjectCh3"	1.88472106592851	-0.100105183788744	-0.117655502420565	-0.435163345216326	-0.267248791712432	-0.115364643637926	-0.236496656619877	-0.154900621557427	1.04065070145625	-0.153537606581121	0.325967077020739	-0.112498257291583	1.30502701255442	0.919243004737307	-0.256612118711579	-0.267217180070967	0.477178577244409	-0.659595253523838	-0.331929178653243	-0.721197282340043	0	0	0	0	-1.62140857161353	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030930320981164	0	0	0	0	0	0.411327488423454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.91538188228428	0	0	0	0	1.57632651282336	-1.02261955235391	0	0	0	0	0	0	0	0	0	-0.73702139871122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.516203577608241	0	0	0	0	0	0	0	0	0	0	0	0	-0.804993300126284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.506944350703946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.906507450333954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07873141150169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SpotTotalIntenPerObjectCh3"	0.728083082745825	0.19206253266884	0.530516662519521	0.453283523288216	0.0841399130318799	0.0924555441110144	0.449181628167893	0.21150652759949	0.786534218417181	0.36532988712237	0.838560980574255	0.0617210226227508	0.444781764064683	1.2318661363346	0.331680576260528	0.487798179089586	1.20916927507917	0.14145354144934	0.179080207621143	0.169324653447849	0	0.360571960315334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.923956665966618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.53578728914181	0	1.21452136618227	-0.312698133224463	0	-1.75703966944945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.918188291466656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.826674315930715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.896654279450225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MEAN_ObjectSpotTotalCountCh3"	1.33898102005971	-0.0342992236242161	0.0909042251569719	0.00515138624341525	-0.228846620985974	-0.880901018063715	0.631073889098531	0.0370881843293591	1.36767950848224	0.0538172827884114	0.565771949794549	-0.376425204677987	0.239926086498832	0.700511465826385	-0.286484927944689	0.00824118248081565	0.46071271055668	-1.47725965412112	-0.0391288794822432	-0.561718630504228	0	0.72313838112832	0	0	-1.53871608091329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.30349363078831	0	0	0	0	0	-1.97548218964131	0	0	-0.120773692213689	0	0	-1.70756313193312	0	0	0	0	0	0	0	0	0	0	0	1.37192453173436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.747012008071689	0	0	0	0	0	0	0	-1.63785374398174	0	0	0.642963311401704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.426681287973912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.40260136381593	0	0	0	0	0	0	-0.145439716769827	0	0	0	0	0	0	0	0	0
"SD_ObjectSpotTotalCountCh3"	0.76681698688698	-0.118760715576754	-0.0510958475210458	-0.0506596577289343	0.0374456708141601	-0.386580867834777	0.141288597795671	0.0332632730017608	0.22733939139618	0.0514799307559029	0.0984628471365015	0.0742657268960441	0.00358841360554761	0.217148816286106	-0.162710085805355	0.219075069141937	0.141552540683632	-0.019367042384176	0.046903709057501	0.151626536454859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.330682071448334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.545377382500043	0	0	0	0	0	-0.716692037687652	0	0	0	0	0	0	0	-0.24785256403244	0	0	0	0	0	0	-1.08055796814265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.618125204927729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7551424767102	0.941419915624158	0	0	0
"SE_ObjectSpotTotalCountCh3"	0.948381741330171	-0.135690997842197	-0.410118385732089	-0.12673036126511	-0.342415532352796	0.135716289677548	0.394603042605916	-0.22867472890985	0.0816436989219309	0.183950096308402	2.10182486426114	-0.191177103309457	-0.023364809699238	1.26895407593256	-0.0665717610224393	-0.12947721987405	0.762478453375014	0.396252535606511	0.0432893118322869	1.4456590529621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.401637771151055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.11333589749302	0	0	0	0	0	0	0	0	0	0	0	0	0	0.997914800376115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.10376800986255	0	0	-0.56530089247214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.23851884877067	0	-1.63119772311385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.245997822866622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CV_ObjectSpotTotalCountCh3"	-0.167317127079342	-0.307205418973427	-0.235143154693263	-0.158507946888198	-0.152778478698279	-0.204190509521315	0.125108981659656	-0.194624705443326	-0.655387768156669	0.188332743630472	-0.236223622289702	-0.0407830375728437	-0.0787482974183392	-0.389682468651579	-0.0970651368912827	0.147373329697474	0.0773271405468254	0.115586368055893	-0.513638535248106	0.145246048321131	0	-0.497350410225793	0	0	0.297758205820607	0	0	0	0	0	0	0	0	0	0	0	0	1.09917951971685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2360965591154	-0.190125169191788	0	0	1.19386596161257	0	0	0	0	0	0	0	0	0	0	0	0.805158746591774	0	0	0	0	0	0	0	0	0	1.31662819716983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01778169387496	0	0	0	0	-0.886973850000172	0	0	0	0	0	0	0	0	0	0	-0.843492641095218	0	0	0	-0.959078637410683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MEAN_ObjectSpotTotalAreaCh3"	1.89300358043893	-0.0916507790735449	-0.135496337097186	-0.442646067826782	-0.55544341536896	-0.0999496742782725	-0.2408873983176	-0.14476951636568	1.03601188911928	-0.249545685755517	0.325226461982439	-0.116522538918064	1.2984937356721	0.94295092695361	-0.263145395593902	-0.276591022738204	0.465413134820764	-0.666128530406161	-0.33114296781318	-0.707697325533191	0	0	0	0	-1.60903572124071	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00810418857335987	0	0	0	0	0	0.430564601240271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.891217553909521	0	0	0	0	1.56107477835178	-1.01727936492805	0	0	0	0	0	0	0	0	0	-0.739783543732438	0	0	0	0	0	0	0	0.588915436029256	0	0	0	0	0	0	0	0	0	0	0	0	-0.564039354274783	0	0	0	0	0	0	0	0	0	0	0	0	-0.785826900344449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.497859583665716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.917571353767624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.047704001563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SD_ObjectSpotTotalAreaCh3"	0.494181342968612	0.349792760380463	0.403829601760838	0.258207850767077	0.237266077845194	0.128246932615065	0.252613230359038	0.241065675779271	0.272180755645145	0.277651385837917	0.433476004018378	0.24647205654677	0.403438870738201	0.488644708770738	0.271047676370421	0.282943836397023	0.410904766297861	0.23257260789414	0.268359285161344	0.437527565573479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.655260157656508	0	0	0	0.913881202043694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.85014329349165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.165661492191134	0	0	0	0	0	0	0.129841226435208	0	0	0	0	0	0	0	0	0	0	0.66055931170308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.268553183657527	0	0	0	0	0	0	0	-0.77305806091761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.255208055830764	0	0	0.490207635101755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.479657653601552	0	0	0	0	0	0	0	0	0
"SE_ObjectSpotTotalAreaCh3"	0.463729646063618	0.0621530600728593	-0.0439572032627091	0.16702210616712	0.032247255908434	0.238100003320068	0.219459771284146	0.021420306540174	0.0436455817691341	0.239504447638352	0.974469934771498	0.102848058532798	0.263423463777255	0.898052860342966	0.171757074254165	0.178137935076901	0.47658108915376	0.207042384649335	-0.0450943466667028	0.753779808573802	0	-0.0177868341345925	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.409408807386802	0	0	1.13051547925912	0	0	0	0	0	0.133328769312002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.70923927239071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.278149029284557	0	0	0	0	-0.481472366636611	0	0	0	0	0	0	0	0	0.647274614895679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.279070503857873	0	0	-0.701343144785699	0	0	0	0	-0.22727131761744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.541934857512017	0	0	0	0	0	0	0	0.686175731404428	0	0	0	0	-0.452619935116256	0	0	0	0	0	0	0	0	0	0	0.000164222943203769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.255273782146148	0	0	0	0	0	0	0	0	0
